 默默刷了首映 结局实在太烂俗 但一想到有生之年都不一定等到中国拍出这种片子 忍不住给了五星
 西蒙在社交网络和家里宣布出柜、坐在摩天轮上等待真爱的情节让我感动，他是靠自己的勇气和魄力捍卫权利、追求自由、得到尊重。但我希望有一天，同性恋不需要用这种方式捍卫权利、追求自由、得到尊重，而是随时随地、时时刻刻，在家里、学校、公司、社会的任何角落都享有同等的权利、自由、尊重。
        
 甜甜的爆米花电影。我的关注点是：他们的房子好大啊！！内部装修也很好。
        
 爱要坦荡荡，不要装模作样到天长，要你很善良，就算对我说谎也温暖。全片唯一的Bug：长这么帅怎么会怕出柜！
        
 非常惊喜的校园片，于我来讲，相比去年那两部大热的同志片或许还是更喜这一部，切入点小，拍得也非常小巧轻盈。即使换个角度看，当包括好莱坞和中国大陆在内的各类烂俗青少年电影充斥银幕时，本片几乎是以清新脱俗又鹤立鸡群的姿态横空出世。包括父亲和好友在内的几位演员都很亮眼，原声同样非常加分。
        
 哪怕烂俗，哪怕“过时”，这部电影都在传递一种并非强行，而是自我选择意志的结论，当然这样的美好带着戏剧的滤镜，但也得益于大环境优渥与相对的自由。现代社会每个人都假装理解对方，但从没有真的自责。Simon的爸爸和Elio的爸爸可以竞选一下“同性恋最想要的父亲Top1”，但我想和Simon的爸爸困一觉。
        
 雖然商業糖衣了點，但相比《call me by your name》，我更喜歡這部戲。大概因為在戲中感受到了一份真摯的善良吧
        
 甜美得像两行眼泪，哀伤得一颗水果硬糖。美式出柜温馨物语。只是想到这辈子我再也不需要对着什么人在某天去向他/她出柜了，不知道这是幸，还是另一种不幸。
        
 在一个宽容的环境里，gay的困扰不是偏见和敌意，而和性取向本身无关，是所有人都有的 -- 哪怕周围都是掌声与鼓励，向世界展示自己仍有巨大的别扭和压力。没有口号抗争和说教，没有悲情与过多的痛苦，洋溢着青春该有的气息。友情的失而复得，父亲笨拙的爱，一切都这么温柔和自然。虽然结局太美好了点。
        
 讨论“被出柜”的话题，题材看起来有些cheesy，不过完成度很好，所有的俗套都被精巧地避开。出不出柜，在什么时间地点场合，以何种方式出柜，完全是个人的选择。去奇观化，何其难。
        
 今晚去看了提前点映…怎么说呢，前半段可爱又逗乐，后半段感动得哭到稀里哗啦…结局跟所有观众尖叫鼓掌，整场都是粉红少女泡泡。所有演员剧情配乐都挑不出毛病，LGBTQ题材青春片的绝佳范本。正式上映还要刷！！
        
 C+ / 开头以为会流于中产甜腻刻板宣教，没想到如此轻巧灵动细腻真实。每个人物都有充沛的青春动感。在丰满政治正确的同时又融入略带反讽的笔调显得诙谐自如。而作为青春片更重要的一点是：再“完美”的生活都需要突破。即便其他社会思考各方面都非常好莱坞，也愿意为之鼓掌欢呼泪流满面。
        
 到位。到位。到位。
        
 哈迷、权游粉，都纷纷放下了手中的奥利奥~~~
其实，Worth校长是暗藏的影片主题，“我们也是人，喜欢出去玩，喜欢享受玩乐，喜欢做爱，这没什么，我们都是普通人。”一个个出彩的配角也在强调校园这个小社会的多元化。异曲同工是不是？在中国，这样的校长估计早被革职了吧……
Love, Colin.
        
 尽管主人公Simon的心理状态和出柜前后的情感发展在这部电影里是模糊不清的，但这部电影创作立意本就是一部手册，它并不是拍给LGBT看的，而是指导非LGBT的人应该怎么做的。
        
 2018年爆款Gay片，又酸又甜，“总之，我一直在想为什么我还没有出柜。大概只有同性恋需要出柜，让我觉得很不公平吧。凭什么异性恋是被默认的？”这段台词真的说到心坎上了，作为一个Gay，观影过程感慨万千，毕竟我在高中出柜那阵可没有男主角这么顺利，我才不《爱你，西蒙》，我羡慕嫉妒恨才对！
        
 可爱，直人出柜太好笑了
        
 沉浸于轻快可爱的青春氛围，又能被某些情节戳得哭泣。无论是主角在情感上的寻觅与认同，还是身边群体的关爱与包容，或是赋予了你心动与勇气的那位Blue，一切都太纯真美好。同志不像以往那样被写成“异类”，而是强调出柜后“你依旧是那个自己”。Nick Robinson太可爱啦！
        
 LGBT不等于苦情，终究也会有一般爱情片的狗血烂俗让观众吐槽掀起，那会是好的时代吧。
        
 最后缺了我二十多页的狗粮。现在的teenager真好，可以有这样的come of age comedy寻找主流慰藉。
        
 简单美好的爱情 同性才是真爱
        
 甜蜜美好又有波澜的校园出柜小故事，会激励更多人勇敢地对待出柜这样的私密话题。猜男友猜到结尾也猜不出。看到爸爸说要和儿子一起注册grindr因为grindr is facebook for gay people简直笑爆了
        
 艰难的出柜之路，主打扑面而来的青春风：橄榄球赛、派对、校园嘉年华……片中有一幕是西蒙想象他跟爱人在圣诞节的槲寄生下亲吻，非常纯爱的情节
        
 就像困扰多年的独行深夜和自语梦魇，当终面对徘徊质疑和缓慢沉淀的呐喊，虚弱如我总是迫切想抓住一个实体，梦想互诉衷肠的哭泣，但始终缺少共赴沉沦的同质者，也只能责怪怯懦的自己——能切实体会房间踱步的兴奋和邮件修改的紧张，是敏感于过去的不安味道。在此祝福每位挣扎者，这样的电影永远不会晚。
        
 太温柔了，尽管是出柜，但纠结的不再是“敢不敢”，而是“愿不愿”——什么时间以什么方式以及对谁。父亲saysorry那段就像一股温泉涌进心里，朋友在乎的不是你喜欢谁而是你撒谎，妈妈知道你有心事却怕戳穿适得其反，俗套的“美式校园青春”这一次成了褒义。真正的gay小哥在两部有gay的作品里都没弯……
        
 Politics太多槽点，so Imma just take this as a cute sensitive self-absorbed white boy coming-of-age (love) story I mean I cried so why not
        
 我也好想出柜啊！
        
 些微平淡、些微驚奇的校園出櫃日記，彷彿他就是那個鄰家男孩，有幾個朋友，有普通的家人，有一般的高中生活，可是他有一些未曾讓人知道的故事。真要說，整部片的確沒有讓人驚艷到難以忘懷的部分，然而能將生活中微小的改變，演得令人歡欣鼓舞，讓人有些共鳴，已是充滿溫度。願大家都有一段美好的戀情。
        
 他不是完人，有私心也会怯懦，伤害身边好友…但他最终学会把搞砸了的生活重新处理好，也勇敢登上摩天轮大声说爱，站出来为同伴发声。这样的他活得更像自己，值得一个伟大的爱情故事，也值得拥有他想拥有的一切，这就是角色在剧作里的可贵成长。冰咖啡由四杯变五杯好萌！想给可爱的厨神小妹妹一个拥抱！
        
 简单，甜腻。继cmbyn的世界好爸爸之后，Simon的一家是世界好家庭，爸爸抹着眼泪说“我不该没看出来”哭死我了……
        
 温情又充满正能量的同性故事：在这个异性恋为主流的世界里，LGBTQ群体要勇敢做真实的自己确实需要一定的勇气，有时候我们会担心多数人不能接受而选择隐瞒甚至是撒谎，但只有勇敢发声才能让更多人知道我们是这个世界正常的存在。感觉我比西蒙勇敢的是我在乎的挺多亲朋好友我都是在理性下向他们出柜的。
        
 3.5 很商业很套路，可去政治化其实也可以是件好事？同性恋男孩也可以在大荧幕上潇洒地对世界大喊I deserve a great love story. 大胆地去做自己，大胆地去谈常人的恋爱吧。我觉得朋友们在Si出柜之后可以别纠结那么多。最后结尾有点逼迫着某人出柜一样，换我肯定不这么做。Nick Robinson是宝。
        
 第一次感受到没有用有色眼镜看待lgbt群体的电影，换成男女主这个故事照样能进行，套路虽老，但是他是青春爱情男女主电影的套路啊，当这种套路终于被用来拍同志片，这是不是观念已经开始平等，人们已经逐渐开始正视这个群体，认为他们和异性恋一样值得拥有开怀自由而非压抑在柜子里的青春呢
        
 忍不住还是去看了温哥华上映最后一天的最后一场。等了快两个月时间，说实话看这电影内心也真是五味杂陈。没有所谓的太晚。好久没看一部coming of age题材可以哭的笑的那么自在的电影了(找不到合适的辞藻去形容这感觉)。一部适合所有人的coming out 2018.
        
 有次一对情侣朋友约我和另一个男孩打麻将，我是第一次见他，我俩话都不多，我只是用余光觉得他挺帅的，心想要是我男朋友也挺好的。一个月以后，那个男孩找到我的联系方式，告诉我他也喜欢我，然后他就成了我的男朋友，直到现在。
        
 we finally have our own Fox special teen drama! Is it cliche? yes, but just think how long it took for a gay cliche to get a wide release.
        
 在《灾难艺术家》出来时我就说过了，向这个世界展示真实的自我就是一件很需要勇气的事情。
        
 3.5 还记得Jennifer Garner 的“13 going on 30”，Katherine Langford 则是“13 Reasons Why”走出来的女孩。这一种“矫情”似乎比cmbyn里的那种“矫情”更让我喜欢，或许我就只是更欣赏直来直去的简单吧。
        
 谁说青春片属于被孤立、被凌霸的少数人？谁说青春片该被狗血的堕胎毁掉？谁规定我们爱的必须是异性？太多的青春片把时间留给了边缘群体，却不关注普通人的青春，哪怕他喜欢的是男生又如何呢？
P.S.cos神奇女侠的演员某些角度神似寡姐。
P.P.S.以调侃川普为荣，以支持川普为耻。
        
 甜是很甜 可是老娘已经too old for this 高中都是一百年前的事了 没有什么共鸣 反而是宝宝Louis看哭了好几回 毕竟是19岁的小鲜肉 也是高中那会出柜 共鸣蛮多的 
总之是第一次和宝宝Louis 一起看电影咯
随行还有两位太太一位金主 哈哈哈哈哈 开心
        
 其实看完全片最喜欢副校长和女老师
        
 比較大眾化的YA電影，是有點童話沒錯，但也誠懇溫柔。我想這可以給在看電影的掙扎的青少年勇氣吧。犯錯了就去彌補，不要害怕真實的自己。西蒙父母給予的擁抱理解是最動人的地方
        
 在这个没有爱情喜剧的年代，不招人烦的校园爱情戏也是好的。其实笔友的真实身份并不重要啊，重要的是谁是那个风趣幽默又能get你的梗的人
        
 第一位公开出柜的前美国足球国手Robbie Rogers的老公把腐女写的同人小说拍得如此接地气。赞！
        
 courage is the most beautiful thing!!! PS, daddy plz fuck me hard!!!
        
 OMG! I wanna be in love!!第一部看得感动而泣的同性片。爱，无关性别。❤白净帅气的Nick Robinson的颜我他妈吸爆！！！！！想不到Simon也是Panic! At The Disco的粉！“为什么我们预设是异性恋？”有这样的爸妈真叫人暖心和感激QAQ。马丁实在太贱了！Blue的真身有点令人失望，Simon最后太甜了！>ω<
        
 GB是我本命啊。21世纪的道森的小溪，4人组皆有替代，硬找缺点篇幅有限不能每个人性格展开，但颜值集体倒退反而更加亲民了。所有点全部有共鸣，从头到尾有哭有笑，简直是梦想成真的观影体验。
        
 一个赫院boy gaydar坏掉的故事…Not perfect, but still lovely. 'it was unfair that only gay people had to come out' 'come out'是私人的决定，是他们的时刻，他们要承担的压力、改变，吃瓜（摩天轮下围观）的群众是无法感知的。
        
 结尾实在甜炸了，在灿烂星空下的摩天轮上一圈一圈地等待，Simon最终还是等到了那个自己在信中爱上的男孩，开始了属于自己的love story，所有同学都在一旁见证真的超高能，kiss的时候电影院里都爆发出欢呼！整部片子超温馨，尤其是Simon和爸妈的两次对话都把我看哭了！幻想部分都很有意思，少男心爆棚！
        
 ▤「I've been thinking about why I haven't come out yet. Maybe it's because it doesn't seem fair that only gay people have to come out. Why is straight the default?」「Can I sit there? → I was kind of waiting for somebody. → Yeah, I know.」
        
 【520】7，这个团队的风格都好韩剧，纯情地都不像基佬了，往来了这么多封邮件竟然都没要求看照片加FB🌝男主可怕的泪沟让人无法代入他只是个高中生。全片最直的两人同时也最母🙄音乐实在塞太满了，歌舞片留白都比这片多。最后结尾太烂了，我宁愿看父子恋
        
 “小时候你无忧无虑的，为什么现在连呼吸都不敢了？” 好奇怪，我父母也曾问过我同样的问题，很久没有看这样一部有如此强烈情感联结点的电影了，第一段的会心一笑，第二段的如鲠在喉，或许我们都经历过，但愿大家都能迎来属于自己的第三段吧。
        
 他知道，这个秘密会掀起惊涛波浪。他不敢，他只想要生活无波无澜。邮件连结的不仅是情谊，还是同病相怜彼此相拥取暖。我们用伪装来抵挡这个世界的质疑，青春也并不是只有爱你这个命题。他深知，他公开的不只是性向，还是宣告成长。尝试对这个世界坦诚相待，其实没有多难以切齿，你终于还是接受了自己。
        
 很欣慰，LGBT題材不用再走文藝路線，拍出了到處洋溢著青春氣息、輕松詼諧搞笑、純真自然的美妙，成為當今主流熒幕上非常恬靜的壹部同性愛情電影。哪怕是幻想，我都願意啃下這口甜。這樣的愛情片，拜托再多拍幾部。
        
 很多国外同性恋艺人都自费在自己家乡电影院包场请民众看这部电影，哪哪都是一片片赞扬，急死我了，今天我终于看了，太太太喜欢了！
        
 “I'm still me.”
“Until I was walking towards you, I didn't think I had it in me.”
（对Nick Robinson滤镜太厚了无法理智看片…
        
 含糖量太高！
        
 喜欢想象的部分，整体其实比较cliche，但第一次看到商业同志青春片，真的有种满满的感动        ##男主的身材让我软了下来，还是不要脱了吧
        
 直人也应该需要出柜
        
 可惜我们所生活的真实的世界并不这么美好。
        
 忍不住给五星，看得时候太开心了，全场观众都很激动
        
 因为与别人有所不同 因为怕最亲近的人会接受不了或失望或愤怒 因此而隐藏自己的不同和长处，这样的隐藏使人变得更敏感 更脆弱 更易受伤 我只希望能成为Ms. Albright. You got to be you. Love wins🌈最喜欢最后你知道我在等人么 这是最后的确认
        
 实在难掩对这部的喜欢。今年在各种场合下看了多部同性题材的作品，只有这一部完成度最高，也最能引发观众共鸣，因为它已经不仅仅是关于出柜的问题，更是生活中遇到困扰究竟该如何面对的探讨，方式轻松活泼绝不说教，每个人物都有心事，令观众印象深刻。虽然很理想化，但确实我们向往的样子。佳作。
        
 在主流电影历史上，也算是个旅程碑的突破了，社会意义大大大于艺术本身，里面政治正确的一塌糊涂，尤其是Blue居然是黑人和犹太的拼接。相比之下，野芦苇更让我代入。
        
 既然都如此商业了编剧还不知道基佬们有多希望blue是那个四分卫吗
        
 其实对布鲁有点失望，希望是个没出现过的陌生人，不过过程是最重要的
        
 超可爱。第一部以青春片类型拍的同性商业片，所有校园元素、初恋套路、糗事笑点都如此生活化，就像你身边的同龄故事和你看过的海量青春片。它以形式将同性恋/同性电影平常化，意义在于同性电影也可以脱线、世俗、有缺点，不需要都拍成断背山才能获得认可，正如同性恋也不需要康庄伟大以自证情深。
        
 看着很甜，但实际操作却很困难，只是喜欢描述美国高中的电影罢了，这片子和艾玛·斯通那部《绯闻计划》也算异曲同工，内核都是成长的话题，不过加入LGBT元素就好像有了点社会责任感了，不过也有小小惊喜在其中，可总觉得有点磨磨叽叽的，缺少爆点。尼克·罗宾森这几年在独立电影还真把演技锻炼出来了。
        
 虽然电影感觉还好，但是还是忍不住带着私心给它打了五星，哪怕再俗套，在出柜后得到父母朋友理解的片段我还是会流泪，也许在其他人看来一般的事情对于我而言都是不易。
        
 feel-good rom-com  虽然俗 但看得很开心哈哈
        
 其实我反而更偏好这样的同志片，虽然结尾梦幻的太好莱坞了，但我还是觉得我们的同志爱情片里也该多讲讲这种切口很小的成长故事，这种看起来微不足道的生活和困惑。好久没看到这样温暖又轻快的片子了，请大家都能说出来吧。
        
 即便是在这样开放的社会环境中，出柜也没有想象中那么容易。本片能给人最大的启示，就是应该尊重别人出柜/不出柜的选择吧，因为你无权帮别人决定在什么时候，在哪，以什么样的状态对谁说出这件事。即便出柜是一件正确的事。青春期的爱情真能打动人，想到曾经自己也做过类似西蒙的蠢事，还挺有带入感。
        
 动起来的Nick Robinson也太好看了吧！我爱他！
        
 挺可爱的，算是没有让所有人都围着主角转了。
        
 喜欢西蒙这样的暖男诶
        
 御姐奶爸里的大孩子长大，终于演出了一部高分片，希望未来继续走高。。。
        
 mainstream gay romcom也迎来春天了 可惜了在全民LGBT大狂欢背后的systematic bias（如果有的话）没人去想了 毕竟这世上再也没有柏拉图和苏格拉底 | Simon有一个观点很有意思：我不去公开come out 是因为觉得直人从来没向别人一本正经地宣布“我喜欢异性” 是啊 所以这就是我所说的systematic bias嘛
        
 本片可是算是青少年顶级爱情片了！几年前《夏日之王》发现Nick Robinson的时候就特别爱！！！所以本片他身为男主简直满足了我对他的所有幻想！！！！！！想不到比他更适合的演员了！！！！！！好想被他爱啊！！！！！！！！想做一天的Blue！！！！！！！！！！
        
 没猜到blue 是谁
        
 温暖有爱的青春爱情电影，西蒙小心翼翼的出柜行动，摩天轮上很甜的一吻不要太美好，爸妈和小伙伴们都太赞了！你依旧是那个你，无论你的选择是什么，大胆的做自己就好，感谢这个越来越文明进步的世界，就喜欢这样含糖量高的电影，看了会觉得很幸福呐
        
 希望有一天 电影可以标记为爱情片儿 而不是同性  都是爱嘛 不会因为你爱的人是谁而变得不是你  你还是你 什么时候都一样 
        
 跟着男主不停地更换怀疑对象，结果还是猜错了。男主老爸好帅
        
 青春的美好在于选择的多样 我爱的可能是一个实实在在的人 也可能是一个未曾谋面的叫做小蓝的称谓 相同时空 有这样一份孤寂 有这样一个麻烦是你要独自去面对 去解决的 就像出柜 这样糟糕的毫无预兆的发生了 男主角有爱他的家人 支持他的朋友 和强大的内心 很幸运了
        
 cried like a fucker again
        
 虽然都是安全牌都是套路，但是太甜了！难得的是如此不gay的同志片，令人欣喜呢。总有错觉人家的青春片才是真青春，咱们的青春片是笑话。
        
 从来就没有什么伟大的爱情，从来也没有什么过不去的坎，青春不就是这样吗？上一秒还撕逼撕的脸红脖子粗下一秒你说你活的好累我拥抱你告诉你我会一直都在，有这样的朋友和家人，何足为惧？
                
                

 满分好评！打分就是这么任性！感觉又回到了十八岁。。。。。Terrible！2018113
        
 温馨的电影
                
                

 太治愈了！旁边的荷兰大叔和男朋友笑了哭哭了笑，结尾接吻的时候全场发出了父母般慈祥的叹慰。
        
 不知道能否开创一个新genre
        
 可貴之處在終於來了部沒那麼苦海深仇撕心裂肺的同志片，像是喪心病狂上了十二層YA電影的濾鏡，一切看起來都那麼甜那麼亮，最大的掙扎沒有來自於外界的惡意（整間學校就二個恐同症加一個幫出櫃渣男？），而是在於主角的恐懼與人際關係的危疑，就像偶像劇，可是對於同志，只是偶像劇就已得來不易。
        
 呜呜呜！！！泪腺爆炸怎么这么甜啊我好智障啊哈哈哈哈！！！
        
 去年奇迹男孩，今年爱你，西蒙。对于一个孩子来说，不，对于一个人来说遇见任何事，只要他的家庭足够支持他，那么这几乎就可以支撑他面对任何困难。看得出这两年美帝挺重视家庭教育的不错。
        
 You are more you 妈妈说这句话时突然想哭 后排有个女孩子不停抽泣 看到摩天轮上的定情一吻全场鼓掌 结束了再次鼓掌(好多13 reasons里脸熟的演员啊)
                
                

 3.5 可能是看过最好笑的同志电影，又不狗血又不屎屁尿，氛围不较以往的同志电影那么沉重，大概是美国同婚合法化后新环境的表现，立意也很好，出柜不单属于同志，让别人知道真实的你是什么样的也是一种出柜，但剧本还是稍有些生硬。
        
 虽然美好的像一个童话故事，但是现实那么残酷我们为什么不需要一个美梦呢。“Anyway,i love you.”-Love,gua
        
 第一次在电影院看同志电影，真的好激动！故事中有笑有泪，最后发糖的时候影厅都是欢呼和掌声，回想起来依然觉得很甜。虽说片子的基调比较诙谐，但也反映了同志面临的困境，比如同龄人的嘲笑，出柜无法对老年人进行。我相信让非同志关注这种片子更能打破人们对同志的偏见。
        
 都快甜掉牙了！！！！ 尤其最后十几分钟几乎每一秒都是甜蜜暴击。虽然整体有些套路类似《朱诺》、《绯闻计划》这些，但气质十分脱俗。LGBT电影已经发展到从反映边缘群体艰难的社会生活状态到如今如此幸福甜蜜，希望以后现实中越来越多的地方都像这样美好。
        
 勇敢去爱 是一件太美好且值得的事情。“ i am waiting for someone,” “i know. ” 是你给我的勇气。
                
                

 爱死我了！！！！天啊！！！太relatable了！ 在电影院和朋友哭到不行 真的太爱了 希望多一点这样的电影，我们在Making history！！和父母那两场戏 实在是太动容了  对啊，我们都deserve a great love story.  - 13 going on 30 - JG跳着 Wanna Dance With Somebody - 这里 JG的儿子都跳起来了 - 岁月啊
        
 下午在river north串场看的 没想到电影里不经意出现的GA车牌 随处可见绿树的nice neighborhood 可以穿hoodie乱晃的12月 还有结尾出现的atlanta天际线 突然间的回忆杀。以及看到simon劝leah去约会时，很心疼她。
        
 直的弯的不重要，因为我爱的你还是你。
        
 This Is Us的编剧二人组，温情幽默又不失感人。小演员们的颜值都很高，包括爸妈也是帅气美丽。最后是个暖心的结局，不愧This Is Us编剧。
        
 当我们随着剧情的发展，都在猜测到底谁是 “blue”时，我想，导演所要表达的重点是:Anyone around us may be gay.
                
                

 我看到了米国的孩子在青春期的情感、性取向、交友等方面所面临的迷茫，还有父母和学校给予他们的宽容、容忍、鼓励、赞许和爱。与之对比，面对这样的问题孩子，我们的家庭，我们的学校，作为父母的我们，必定是相反的结果。两种差异的对待，是真正值得深思的。
        
 可爱到尖叫的轻喜剧，一股厚积薄发之力在末尾喷涌而出，没有比在众人的祝福之下献出初吻更浪漫的事了，还是在摩天轮上，旁边坐着心动的人，底下一群为你欢呼的朋友。戏剧老师特加分，训斥俩bully那段笑cry。
        
 剧情陈词老旧也是没有问题的 是不是第一部大范围上映的gay版成长片我也不在乎 有时候电影就是这样 看得开心吗？还挺开心的 mistletoe那一幕我是真的笑了哈哈 7/10
        
 原書：西蒙和他的出櫃日誌。很可愛的青春校園片，看完心情滿好的。因為電影化需求與原書內容有些不同，但改編的不會差。另，西蒙對於藍的想像畫面都有蒙上一層藍色遮罩，我覺得這點真的是影像化的很好XD
        
 如果有来生，请让我去美国当个高中出轨的gay吧
        
 波屯点映场全是腐女。。幸亏没拍成gay版Gossip Girl “猜猜谁是Gossip Girl？” 理想化的小清新 美国中产模范青春期真是梦幻 然而人生无论弯直都要艰难太多。
        
 嗷女主跟十三个原因同一个！！
        
 又甜又酥，喜喜欢欢。
        
 "What are you talking about? This is amazing. I got fade in. I got dissolves. It's beautiful." hhhhhh~ 手动艾特高阿姨。Oh. emm…No. No! 【Everybody kind of likes Beyonce】I can find Lemonade. I have two actual albums now.
        
 表面看来是同性电影，实则是关于成长的青春片，西蒙和blue在相互交流安慰下完成了对自我的认同，同时也传达出了正确看待gay的积极态度，blue真实身份从头埋到尾算是个吸引人的悬疑点，弥漫着荷尔蒙气息的校园生活也使影片整体基调轻松欢乐。
        
 好甜好青葱啊～无论爱同性还是异性都敞开心扉吧，初恋就是要在摩天轮上接吻，BFF就是可以随时face time的人，犹太卷毛nerd、逗比副校长我竟都不讨厌，大直男演小Si还是蛮娇俏可人的，Leah说喜欢Nick我就觉得她喜欢的是男主本人，性启蒙是囧雪诺比《歌厅》彩排车祸现场还搞笑
        
 青春期的甜蜜酸涩和埋藏心底的小秘密，一切的发生与解决太过顺利，大概只是愿景。好在剧情可爱人物充满活力，看着还是很开心的，只是有点心疼莉娅…看来小男生都蠢，无论直或弯。
        
 所有的情节都能猜的到，但这不影响我爱这部电影。一切的情绪和细节的发生都让我产生重走了一遍我的青春，懂那些挣扎和纠结。就像电影的Tagline一样，所有人都值得得到一份美好的爱情。gay只是喜欢同性而已，谁说straight就一定正常呢。
                
                

 这一切都太美好了，但是这是爱啊，其它的一切，都去他妈的吧。看到《歌厅》就更是激动了！
        
 3.5。喜欢男主说的，出柜是我自己的事情，为什么要别人帮我完成
        
 可惜最后Blue出现了，Simon的勇气本不需要爱情去证明
        
 啊啊啊！甜到爆炸！美好到尖叫！时代真是变了，最近的同志片真是越来越甜了，无论同性还是异性，就只是爱情，那么可爱、甜蜜、美好，值得不顾一切的追求和人间最真诚的祝福！
        
 虽然剧情比较小品但还是很让人触动，更让人触动的是结局的时候，满场teenager拍手叫好，让人觉得时代真的不同了。或许有一天，再也不会有“同志片”这个分类，而是都归入爱情片、剧情片而已。
        
 轻松向上，又没有压力，有体贴自己的父母和忠实的朋友。感人羡慕。
        
 The film's title doesn't mean everybody loves Simon, it means Simon loves you.
        
 当lgbt版的rom-com看了，很甜很可爱。代表个人，比去年那部网红片舒服多了。
        
 Don't we all feel like stuck on a Ferris Wheel? On top of the world one minute, rock bottom the next. I think I'm also the kind of person who is destined to care so much about one person that it nearly kills me.
        
 所有槽点基本是针对商业片的槽点了，算是优秀商业片
        
 川普时代需要这样的同志片。It's never easy. Need to fight along the way. Need to be brave.
        
 还以为是什么苦情剧 没想到轻松好笑温暖甜！！ 最后坐上摩天轮的那一刻甜到抱住自己的腿！！ （爸爸超级帅)
        
 我喜歡你，所以你是我最喜歡的樣子。
        
 台湾看的，译名亲爱的初恋
        
 每个同志都会经历的痛感青春。
        
